CLINIC,YEAR,TOTAL,CipR_Sum,CipR_Sum_prevalence
CLINIC_023,2020,10000,4579,0.45797983619755955
CLINIC_023,2021,10000,4857,0.48572726618401685
CLINIC_023,2022,10000,5140,0.514002769228646
CLINIC_024,2000,10000,0,0.0
CLINIC_024,2001,10000,110,0.011065760862284169
CLINIC_024,2002,10000,222,0.022253972788029763
CLINIC_024,2003,10000,335,0.033565990791422085
CLINIC_024,2004,10000,450,0.04500318488090982
CLINIC_024,2005,10000,565,0.056566940225127205
CLINIC_024,2006,10000,682,0.06825865732065384
CLINIC_024,2007,10000,800,0.08007975216162899
CLINIC_024,2008,10000,920,0.09203165641124489
CLINIC_024,2009,10000,1041,0.10411581757513577
CLINIC_024,2010,10000,1163,0.11633369917668768
CLINIC_024,2011,10000,1286,0.12868678093428598
CLINIC_024,2012,10000,1411,0.14117655894052628
CLINIC_024,2013,10000,1538,0.1538045458434063
CLINIC_024,2014,10000,1665,0.1665722710295261
CLINIC_024,2015,10000,1794,0.17948128080931047
CLINIC_024,2016,10000,1925,0.192533138604287
CLINIC_024,2017,10000,2057,0.20572942513643122
CLINIC_024,2018,10000,2190,0.2190717386196106
CLINIC_024,2019,10000,2325,0.23256169495314416
CLINIC_024,2020,10000,2462,0.24620092791750725
CLINIC_024,2021,10000,2599,0.25999108937219906
CLINIC_024,2022,10000,2739,0.2739338494558008
CLINIC_025,2000,10000,0,0.0
CLINIC_025,2001,10000,175,0.017590994901129475
CLINIC_025,2002,10000,354,0.03549143290387069
CLINIC_025,2003,10000,537,0.05370675742024611
CLINIC_025,2004,10000,722,0.07224250761731144
CLINIC_025,2005,10000,911,0.09110432010158198
CLINIC_025,2006,10000,1102,0.11029793063308935
CLINIC_025,2007,10000,1298,0.12982917586959064
CLINIC_025,2008,10000,1497,0.14970399514146004
CLINIC_025,2009,10000,1699,0.16992843225780185
CLINIC_025,2010,10000,1905,0.19050863734433543
CLINIC_025,2011,10000,2114,0.2114508687136103
CLINIC_025,2012,10000,2327,0.23276149476812025
CLINIC_025,2013,10000,2544,0.2544469959368951
CLINIC_025,2014,10000,2765,0.27651396664615846
CLINIC_025,2015,10000,2989,0.2989691173246518
CLINIC_025,2016,10000,3218,0.32181927644423447
CLINIC_025,2017,10000,3450,0.34507139259637976
CLINIC_025,2018,10000,3687,0.3687325366051979
CLINIC_025,2019,10000,3928,0.39280990367763025
CLINIC_025,2020,10000,4173,0.4173108155914662
CLINIC_025,2021,10000,4422,0.4422427229218515
CLINIC_025,2022,10000,4676,0.467613207306961
CLINIC_026,2000,10000,0,0.0
CLINIC_026,2001,10000,175,0.01754491365056632
CLINIC_026,2002,10000,353,0.03539765129613848
CLINIC_026,2003,10000,535,0.05356361368212825
CLINIC_026,2004,10000,720,0.07204829630955989
CLINIC_026,2005,10000,908,0.09085729109754781
CLINIC_026,2006,10000,1099,0.10999628807494499
CLINIC_026,2007,10000,1294,0.12947107710166894
CLINIC_026,2008,10000,1492,0.14928754962022994
CLINIC_026,2009,10000,1694,0.16945170043798785
CLINIC_026,2010,10000,1899,0.1899696295406803
CLINIC_026,2011,10000,2108,0.21084754393776795
CLINIC_026,2012,10000,2320,0.23209175954015637
CLINIC_026,2013,10000,2537,0.2537087030708627
CLINIC_026,2014,10000,2757,0.2757049140092045
CLINIC_026,2015,10000,2980,0.298087046569099
CLINIC_026,2016,10000,3208,0.3208618717120726
CLINIC_026,2017,10000,3440,0.3440362791955862
CLINIC_026,2018,10000,3676,0.3676172796573012
CLINIC_026,2019,10000,3916,0.391612006735911
CLINIC_026,2020,10000,4160,0.4160277192291839
CLINIC_026,2021,10000,4408,0.4408718032898682
CLINIC_026,2022,10000,4661,0.4661517746601247
CLINIC_027,2000,10000,0,0.0
CLINIC_027,2001,10000,28,0.0028036022589799092
CLINIC_027,2002,10000,56,0.005615064703586192
CLINIC_027,2003,10000,84,0.008434409370653428
CLINIC_027,2004,10000,112,0.01126165835879811
CLINIC_027,2005,10000,140,0.014096833828592503
CLINIC_027,2006,10000,169,0.01693995800273873
CLINIC_027,2007,10000,197,0.019791053166241968
CLINIC_027,2008,10000,226,0.0226501416665863
CLINIC_027,2009,10000,255,0.025517245913908804
CLINIC_027,2010,10000,283,0.02839238838117586
CLINIC_027,2011,10000,312,0.03127559160435922
CLINIC_027,2012,10000,341,0.03416687818261188
CLINIC_027,2013,10000,370,0.03706627077844682
CLINIC_027,2014,10000,399,0.039973792117913076
CLINIC_027,2015,10000,428,0.04288946499077473
CLINIC_027,2016,10000,458,0.04581331225068919
CLINIC_027,2017,10000,487,0.04874535681538639
CLINIC_027,2018,10000,516,0.05168562166684865
CLINIC_027,2019,10000,546,0.05463412985149052
CLINIC_027,2020,10000,575,0.057590904480339544
CLINIC_027,2021,10000,605,0.06055596872921698
CLINIC_027,2022,10000,635,0.063529345838921
CLINIC_028,2000,10000,0,0.0
CLINIC_028,2001,10000,84,0.008416810721929124
CLINIC_028,2002,10000,169,0.016904464146587195
CLINIC_028,2003,10000,254,0.02546355654359389
CLINIC_028,2004,10000,340,0.03409468920125769
CLINIC_028,2005,10000,427,0.04279846846881674
CLINIC_028,2006,10000,515,0.05157550579903636
CLINIC_028,2007,10000,604,0.06042641779116398
CLINIC_028,2008,10000,693,0.06935182623424563
CLINIC_028,2009,10000,783,0.07835235815080854
CLINIC_028,2010,10000,874,0.08742864584090992
CLINIC_028,2011,10000,965,0.09658132692655652
CLINIC_028,2012,10000,1058,0.10581104439649924
CLINIC_028,2013,10000,1151,0.11511844665140347
CLINIC_028,2014,10000,1245,0.12450418754940018
CLINIC_028,2015,10000,1339,0.13396892645202008
CLINIC_028,2016,10000,1435,0.1435133282705161
CLINIC_028,2017,10000,1531,0.1531380635125723
CLINIC_028,2018,10000,1628,0.16284380832940948
CLINIC_028,2019,10000,1726,0.1726312445632856
CLINIC_028,2020,10000,1825,0.18250105979539488
CLINIC_028,2021,10000,1924,0.19245394739417354
CLINIC_028,2022,10000,2024,0.20249060656400752
CLINIC_029,2000,10000,0,0.0
CLINIC_029,2001,10000,212,0.021248616743932303
CLINIC_029,2002,10000,429,0.042948737201395026
CLINIC_029,2003,10000,651,0.06510995520175555
CLINIC_029,2004,10000,877,0.08774206842998455
CLINIC_029,2005,10000,1108,0.11085508275830525
CLINIC_029,2006,10000,1344,0.1344592166698857
CLINIC_029,2007,10000,1585,0.1585649057765257
CLINIC_029,2008,10000,1831,0.18318280743234094
CLINIC_029,2009,10000,2083,0.20832380544548057
CLINIC_029,2010,10000,2339,0.23399901488996133
CLINIC_029,2011,10000,2602,0.260219787019748
CLINIC_029,2012,10000,2869,0.2869977142872506
CLINIC_029,2013,10000,3143,0.31434463546845715
CLINIC_029,2014,10000,3422,0.3422726408969696
CLINIC_029,2015,10000,3707,0.3707940778092551
CLINIC_029,2016,10000,3999,0.3999215558034761
CLINIC_029,2017,10000,4296,0.42966795241431344
CLINIC_029,2018,10000,4600,0.46004641880624764
CLINIC_029,2019,10000,4910,0.49107038558781224
CLINIC_029,2020,10000,5227,0.5227535687493949
CLINIC_029,2021,10000,5551,0.555109975727206
CLINIC_029,2022,10000,5881,0.588153911596099
CLINIC_030,2000,10000,0,0.0
CLINIC_030,2001,10000,109,0.0109478074740601
CLINIC_030,2002,10000,220,0.02201546943660926
CLINIC_030,2003,10000,332,0.03320429803151259
CLINIC_030,2004,10000,445,0.044515619767732995
CLINIC_030,2005,10000,559,0.055950775676598674
CLINIC_030,2006,10000,675,0.06751112147079041
CLINIC_030,2007,10000,791,0.07919802770507078
CLINIC_030,2008,10000,910,0.09101287993877127
CLINIC_030,2009,10000,1029,0.10295707890006067
CLINIC_030,2010,10000,1150,0.11503204065201045
CLINIC_030,2011,10000,1272,0.1272391967604769
CLINIC_030,2012,10000,1395,0.13957999446382474
CLINIC_030,2013,10000,1520,0.15205589684450538
CLINIC_030,2014,10000,1646,0.16466838300251463
CLINIC_030,2015,10000,1774,0.1774189482307511
CLINIC_030,2016,10000,1903,0.19030910419229174
CLINIC_030,2017,10000,2033,0.20334037909960978
CLINIC_030,2018,10000,2165,0.21651431789575493
CLINIC_030,2019,10000,2298,0.22983248243751508
CLINIC_030,2020,10000,2432,0.24329645168058645
CLINIC_030,2021,10000,2569,0.25690782186676775
CLINIC_030,2022,10000,2706,0.27066820671320535
CLINIC_031,2000,10000,0,0.0
CLINIC_031,2001,10000,188,0.018857835703512738
CLINIC_031,2002,10000,380,0.03807128937444615
CLINIC_031,2003,10000,576,0.057647067198002944
CLINIC_031,2004,10000,775,0.07759200182352499
CLINIC_031,2005,10000,979,0.09791305474933254
CLINIC_031,2006,10000,1186,0.118617318752537
CLINIC_031,2007,10000,1397,0.13971202036467645
CLINIC_031,2008,10000,1612,0.16120452239403193
CLINIC_031,2009,10000,1831,0.1831023264955145
CLINIC_031,2010,10000,2054,0.2054130757890107
CLINIC_031,2011,10000,2281,0.22814455752710572
CLINIC_031,2012,10000,2513,0.25130470581311526
CLINIC_031,2013,10000,2749,0.27490160437037137
CLINIC_031,2014,10000,2989,0.2989434893637324
CLINIC_031,2015,10000,3234,0.3234387522743012
CLINIC_031,2016,10000,3483,0.34839594282835185
CLINIC_031,2017,10000,3738,0.3738237719814921
CLINIC_031,2018,10000,3997,0.3997311149590992
CLINIC_031,2019,10000,4261,0.4261270143540925
CLINIC_031,2020,10000,4530,0.45302068328312317
CLINIC_031,2021,10000,4804,0.48042150860228205
CLINIC_031,2022,10000,5083,0.5083390541834503
CLINIC_032,2000,10000,0,0.0
CLINIC_032,2001,10000,205,0.020534499816001528
CLINIC_032,2002,10000,414,0.04149066531469647
CLINIC_032,2003,10000,628,0.0628771551899685
CLINIC_032,2004,10000,847,0.08470280593764912
CLINIC_032,2005,10000,1069,0.1069766355065922
CLINIC_032,2006,10000,1297,0.12970784702472016
CLINIC_032,2007,10000,1529,0.15290583260158486
CLINIC_032,2008,10000,1765,0.1765801772090092
CLINIC_032,2009,10000,2007,0.20074066264141877
CLINIC_032,2010,10000,2253,0.22539727155749456
CLINIC_032,2011,10000,2505,0.25056019160482057
CLINIC_032,2012,10000,2762,0.27623981962922883
CLINIC_032,2013,10000,3024,0.30244676597057896
CLINIC_032,2014,10000,3291,0.3291918588467537
CLINIC_032,2015,10000,3564,0.35648614882767315
CLINIC_032,2016,10000,3843,0.3843409134011835
CLINIC_032,2017,10000,4127,0.4127676616327036
CLINIC_032,2018,10000,4417,0.4417781389205533
CLINIC_032,2019,10000,4713,0.4713843318489326
CLINIC_032,2020,10000,5015,0.5015984731405521
CLINIC_032,2021,10000,5324,0.5324330467109648
CLINIC_032,2022,10000,5639,0.5639007928266857
CLINIC_033,2000,10000,0,0.0
CLINIC_033,2001,10000,110,0.011053218596199343
CLINIC_033,2002,10000,222,0.022228610833734175
CLINIC_033,2003,10000,335,0.033527527124568746
CLINIC_033,2004,10000,449,0.04495133280706587
CLINIC_033,2005,10000,565,0.05650140831097228
CLINIC_033,2006,10000,681,0.06817914932422608
CLINIC_033,2007,10000,799,0.07998596696160898
CLINIC_033,2008,10000,919,0.09192328793526361
CLINIC_033,2009,10000,1039,0.10399255472709279
CLINIC_033,2010,10000,1161,0.11619522576306807
CLINIC_033,2011,10000,1285,0.1285327755894614
CLINIC_033,2012,10000,1410,0.14100669505102736
CLINIC_033,2013,10000,1536,0.15361849147115336
CLINIC_033,2014,10000,1663,0.16636968883400183
CLINIC_033,2015,10000,1792,0.17926182796866508
CLINIC_033,2016,10000,1922,0.1922964667353564
CLINIC_033,2017,10000,2054,0.20547518021365851
CLINIC_033,2018,10000,2187,0.21879956089285302
CLINIC_033,2019,10000,2322,0.23227121886435342
CLINIC_033,2020,10000,2458,0.24589178201626627
CLINIC_033,2021,10000,2596,0.2596628962301004
CLINIC_033,2022,10000,2735,0.2735862255796535
CLINIC_034,2000,10000,0,0.0
CLINIC_034,2001,10000,229,0.02297487496817241
CLINIC_034,2002,10000,464,0.046477594816147993
CLINIC_034,2003,10000,705,0.07052028671404287
CLINIC_034,2004,10000,951,0.09511535645219005
CLINIC_034,2005,10000,1202,0.12027549484240474
CLINIC_034,2006,10000,1460,0.14601368426631645
CLINIC_034,2007,10000,1723,0.17234320537414982
CLINIC_034,2008,10000,1992,0.19927764393740732
CLINIC_034,2009,10000,2268,0.22683089785899369
CLINIC_034,2010,10000,2550,0.2550171843443949
CLINIC_034,2011,10000,2838,0.28385104723761523
CLINIC_034,2012,10000,3133,0.3133473645256566
CLINIC_034,2013,10000,3435,0.34352135601541245
CLINIC_034,2014,10000,3743,0.374388591186936
CLINIC_034,2015,10000,4059,0.4059649972271384
CLINIC_034,2016,10000,4382,0.43826686724805897
CLINIC_034,2017,10000,4713,0.471310868693948
CLINIC_034,2018,10000,5051,0.5051140519415047
CLINIC_034,2019,10000,5396,0.5396938590977003
CLINIC_034,2020,10000,5750,0.5750681329997327
CLINIC_034,2021,10000,6112,0.6112551264217545
CLINIC_034,2022,10000,6482,0.6482735114931211
CLINIC_035,2000,10000,0,0.0
CLINIC_035,2001,10000,91,0.00914388316289183
CLINIC_035,2002,10000,183,0.018371376925080174
CLINIC_035,2003,10000,276,0.02768324581211634
CLINIC_035,2004,10000,370,0.03708026134028364
CLINIC_035,2005,10000,465,0.04656320208052067
CLINIC_035,2006,10000,561,0.05613285372292687
CLINIC_035,2007,10000,657,0.06579000914186062
CLINIC_035,2008,10000,755,0.07553546846163117
CLINIC_035,2009,10000,853,0.08537003912279051
CLINIC_035,2010,10000,952,0.09529453594903248
CLINIC_035,2011,10000,1053,0.10530978121470436
CLINIC_035,2012,10000,1154,0.11541660471293302
CLINIC_035,2013,10000,1256,0.12561584382437752
CLINIC_035,2014,10000,1359,0.13590834358660753
CLINIC_035,2015,10000,1462,0.1462949567641174
CLINIC_035,2016,10000,1567,0.15677654391898055
CLINIC_035,2017,10000,1673,0.16735397348214942
CLINIC_035,2018,10000,1780,0.17802812182540761
CLINIC_035,2019,10000,1887,0.18879987333398018
CLINIC_035,2020,10000,1996,0.1996701204798066
CLINIC_035,2021,10000,2106,0.21063976389548622
CLINIC_035,2022,10000,2217,0.2217097124488976
CLINIC_036,2000,10000,0,0.0
CLINIC_036,2001,10000,105,0.01050081467991637
CLINIC_036,2002,10000,211,0.021111896468774427
CLINIC_036,2003,10000,318,0.031834403261050914
CLINIC_036,2004,10000,426,0.04266950511005718
CLINIC_036,2005,10000,536,0.05361838435561794
CLINIC_036,2006,10000,646,0.06468223575308918
CLINIC_036,2007,10000,758,0.07586226660373119
CLINIC_036,2008,10000,871,0.08715969688645187
CLINIC_036,2009,10000,985,0.09857575939093044
CLINIC_036,2010,10000,1101,0.11011169985214275
CLINIC_036,2011,10000,1217,0.12176877708629696
CLINIC_036,2012,10000,1335,0.13354826312819656
CLINIC_036,2013,10000,1454,0.14545144337004667
CLINIC_036,2014,10000,1574,0.15747961670171828
CLINIC_036,2015,10000,1696,0.16963409565248355
CLINIC_036,2016,10000,1819,0.18191620653424168
CLINIC_036,2017,10000,1943,0.19432728958624734
CLINIC_036,2018,10000,2068,0.2068686991213593
CLINIC_036,2019,10000,2195,0.21954180367382437
CLINIC_036,2020,10000,2323,0.23234798614861396
CLINIC_036,2021,10000,2452,0.24528864397232875
CLINIC_036,2022,10000,2583,0.2583651892456864
CLINIC_037,2000,10000,0,0.0
CLINIC_037,2001,10000,77,0.007731906910636299
CLINIC_037,2002,10000,155,0.015523596205747614
CLINIC_037,2003,10000,233,0.0233755301171652
CLINIC_037,2004,10000,312,0.03128817445065413
CLINIC_037,2005,10000,392,0.039261998613546734
CLINIC_037,2006,10000,472,0.04729747564258879
CLINIC_037,2007,10000,553,0.055395082232001736
CLINIC_037,2008,10000,635,0.06355529876176291
CLINIC_037,2009,10000,717,0.07177860932610303
CLINIC_037,2010,10000,800,0.08006550176222382
CLINIC_037,2011,10000,884,0.08841646767923916
CLINIC_037,2012,10000,968,0.09683200248733859
CLINIC_037,2013,10000,1053,0.1053126054271778
CLINIC_037,2014,10000,1138,0.11385877959949364
CLINIC_037,2015,10000,1224,0.12247103199495202
CLINIC_037,2016,10000,1311,0.13114987352422292
CLINIC_037,2017,10000,1398,0.1398958190482904
CLINIC_037,2018,10000,1487,0.1487093874089953
CLINIC_037,2019,10000,1575,0.15759110145981592
CLINIC_037,2020,10000,1665,0.1665414880968843
CLINIC_037,2021,10000,1755,0.1755610782902446
CLINIC_037,2022,10000,1846,0.18465040711535208
CLINIC_038,2000,10000,0,0.0
CLINIC_038,2001,10000,38,0.003821734925975706
CLINIC_038,2002,10000,76,0.007658075509796136
CLINIC_038,2003,10000,115,0.011509077570413417
CLINIC_038,2004,10000,153,0.015374797140105922
CLINIC_038,2005,10000,192,0.01925529046529184
CLINIC_038,2006,10000,231,0.023150614007348524
CLINIC_038,2007,10000,270,0.02706082444343405
CLINIC_038,2008,10000,309,0.03098597866731101
CLINIC_038,2009,10000,349,0.03492613379017517
CLINIC_038,2010,10000,388,0.03888134714148639
CLINIC_038,2011,10000,428,0.042851676269801686
CLINIC_038,2012,10000,468,0.04683717894361439
CLINIC_038,2013,10000,508,0.050837913152193215
CLINIC_038,2014,10000,548,0.0548539371064265
CLINIC_038,2015,10000,588,0.05888530923966928
CLINIC_038,2016,10000,629,0.06293208820859308
CLINIC_038,2017,10000,669,0.06699433289404033
CLINIC_038,2018,10000,710,0.07107210240187967
CLINIC_038,2019,10000,751,0.07516545606386726
CLINIC_038,2020,10000,792,0.07927445343850925
CLINIC_038,2021,10000,833,0.08339915431192879
CLINIC_038,2022,10000,875,0.08753961869873539
CLINIC_039,2000,10000,0,0.0
CLINIC_039,2001,10000,40,0.004079259550280545
CLINIC_039,2002,10000,81,0.008175159459039794
CLINIC_039,2003,10000,122,0.012287767606618871
CLINIC_039,2004,10000,164,0.016417152150260295
CLINIC_039,2005,10000,205,0.0205633815252384
CLINIC_039,2006,10000,247,0.02472652444599177
CLINIC_039,2007,10000,289,0.02890664990726388
CLINIC_039,2008,10000,331,0.033103827185245516
CLINIC_039,2009,10000,373,0.037318125838722294
CLINIC_039,2010,10000,415,0.04154961571022908
CLINIC_039,2011,10000,457,0.04579836692720618
CLINIC_039,2012,10000,500,0.050064449903161945
CLINIC_039,2013,10000,543,0.054347935338839415
CLINIC_039,2014,10000,586,0.05864889422338915
CLINIC_039,2015,10000,629,0.06296739783554384
CLINIC_039,2016,10000,673,0.06730351774480137
CLINIC_039,2017,10000,716,0.07165732581261008
CLINIC_039,2018,10000,760,0.0760288941935594
CLINIC_039,2019,10000,804,0.08041829533657618
CLINIC_039,2020,10000,848,0.08482560198612599
CLINIC_039,2021,10000,892,0.08925088718341678
CLINIC_039,2022,10000,936,0.09369422426761131
CLINIC_040,2000,10000,0,0.0
CLINIC_040,2001,10000,52,0.005227544549498697
CLINIC_040,2002,10000,104,0.01048241632101421
CLINIC_040,2003,10000,157,0.015764758168817394
CLINIC_040,2004,10000,210,0.02107471369395575
CLINIC_040,2005,10000,264,0.0264124272481574
CLINIC_040,2006,10000,317,0.031778043937756184
CLINIC_040,2007,10000,371,0.037171709627635385
CLINIC_040,2008,10000,425,0.04259357094519367
CLINIC_040,2009,10000,480,0.04804377528433035
CLINIC_040,2010,10000,535,0.05352247080945416
CLINIC_040,2011,10000,590,0.05902980645950828
CLINIC_040,2012,10000,645,0.06456593195202243
CLINIC_040,2013,10000,701,0.07013099778718024
CLINIC_040,2014,10000,757,0.07572515525191204
CLINIC_040,2015,10000,813,0.08134855642400773
CLINIC_040,2016,10000,870,0.08700135417625043
CLINIC_040,2017,10000,926,0.0926837021805722
CLINIC_040,2018,10000,983,0.09839575491223207
CLINIC_040,2019,10000,1041,0.104137667654016
CLINIC_040,2020,10000,1099,0.10990959650045706
CLINIC_040,2021,10000,1157,0.11571169836207917
CLINIC_040,2022,10000,1215,0.12154413096966388
CLINIC_041,2000,10000,0,0.0
CLINIC_041,2001,10000,155,0.015559468519208863
CLINIC_041,2002,10000,313,0.031361034099018026
CLINIC_041,2003,10000,474,0.04740846364102058
CLINIC_041,2004,10000,637,0.06370558265779591
CLINIC_041,2005,10000,802,0.08025627618486664
CLINIC_041,2006,10000,970,0.0970644897068429
CLINIC_041,2007,10000,1141,0.11413423009797863
CLINIC_041,2008,10000,1314,0.13146956657736109
CLINIC_041,2009,10000,1490,0.1490746316789644
CLINIC_041,2010,10000,1669,0.16695362223679489
CLINIC_041,2011,10000,1851,0.1851108003853652
CLINIC_041,2012,10000,2035,0.2035504945757356
CLINIC_041,2013,10000,2222,0.22227710060736516
CLINIC_041,2014,10000,2412,0.2412950826760154
CLINIC_041,2015,10000,2606,0.2606089744379616
CLINIC_041,2016,10000,2802,0.2802233800907614
CLINIC_041,2017,10000,3001,0.3001429754708387
CLINIC_041,2018,10000,3203,0.32037250916814775
CLINIC_041,2019,10000,3409,0.34091680365817845
CLINIC_041,2020,10000,3617,0.36178075645157626
CLINIC_041,2021,10000,3829,0.38296934126164905
CLINIC_041,2022,10000,4044,0.4044876091900407
CLINIC_042,2000,10000,0,0.0
CLINIC_042,2001,10000,136,0.013630674698300371
CLINIC_042,2002,10000,274,0.027447144689331626
CLINIC_042,2003,10000,414,0.04145194248828954
CLINIC_042,2004,10000,556,0.05564763513026039
CLINIC_042,2005,10000,700,0.070036824640751
CLINIC_042,2006,10000,846,0.0846221485126315
CLINIC_042,2007,10000,994,0.09940628018957876
CLINIC_042,2008,10000,1143,0.11439192955611155
CLINIC_042,2009,10000,1295,0.12958184343430212
CLINIC_042,2010,10000,1449,0.14497880608726144
CLINIC_042,2011,10000,1605,0.16058563972948536
CLINIC_042,2012,10000,1764,0.1764052050441569
CLINIC_042,2013,10000,1924,0.19244040170750099
CLINIC_042,2014,10000,2086,0.2086941689202868
CLINIC_042,2015,10000,2251,0.2251694859465716
CLINIC_042,2016,10000,2418,0.24186937265979336
CLINIC_042,2017,10000,2587,0.25879689009630136
CLINIC_042,2018,10000,2759,0.27595514101643626
CLINIC_042,2019,10000,2933,0.29334727047325515
CLINIC_042,2020,10000,3109,0.3109764663890109
CLINIC_042,2021,10000,3288,0.32884596013948686
CLINIC_042,2022,10000,3469,0.3469590271462988
CLINIC_043,2000,10000,0,0.0
CLINIC_043,2001,10000,44,0.004451462358890268
CLINIC_043,2002,10000,89,0.008922740234913018
CLINIC_043,2003,10000,134,0.013413921836097131
CLINIC_043,2004,10000,179,0.017925095763125842
CLINIC_043,2005,10000,224,0.02245635101108512
CLINIC_043,2006,10000,270,0.027007776971219366
CLINIC_043,2007,10000,315,0.031579463432694244
CLINIC_043,2008,10000,361,0.03617150058436902
CLINIC_043,2009,10000,407,0.040783979016575156
CLINIC_043,2010,10000,454,0.045416989722903534
CLINIC_043,2011,10000,500,0.05007062410199925
CLINIC_043,2012,10000,547,0.05474497395936573
CLINIC_043,2013,10000,594,0.0594401315091746
CLINIC_043,2014,10000,641,0.06415618937608536
CLINIC_043,2015,10000,688,0.06889324059707302
CLINIC_043,2016,10000,736,0.0736513786232631
CLINIC_043,2017,10000,784,0.07843069732177521
CLINIC_043,2018,10000,832,0.08323129097757476
CLINIC_043,2019,10000,880,0.08805325429533362
CLINIC_043,2020,10000,928,0.09289668240129734
CLINIC_043,2021,10000,977,0.09776167084516252
CLINIC_043,2022,10000,1026,0.10264831560196241
CLINIC_044,2000,10000,0,0.0
CLINIC_044,2001,10000,120,0.01209231552921497
CLINIC_044,2002,10000,243,0.024330855153287922
CLINIC_044,2003,10000,367,0.03671738706011185
CLINIC_044,2004,10000,492,0.049253700819066104
CLINIC_044,2005,10000,619,0.06194160763956669
CLINIC_044,2006,10000,747,0.07478294063274604
CLINIC_044,2007,10000,877,0.08777955507629454
CLINIC_044,2008,10000,1009,0.10093332868250604
CLINIC_044,2009,10000,1142,0.11424616186956382
CLINIC_044,2010,10000,1277,0.12771997803610735
CLINIC_044,2011,10000,1413,0.14135672383911912
CLINIC_044,2012,10000,1551,0.1551583694751728
CLINIC_044,2013,10000,1691,0.16912690896507998
CLINIC_044,2014,10000,1832,0.18326436044198147
CLINIC_044,2015,10000,1975,0.19757276644292054
CLINIC_044,2016,10000,2120,0.2120541942039431
CLINIC_044,2017,10000,2267,0.22671073595876545
CLINIC_044,2018,10000,2415,0.24154450924105442
CLINIC_044,2019,10000,2565,0.2565576571903614
CLINIC_044,2020,10000,2717,0.27175234886175836
CLINIC_044,2021,10000,2871,0.28713077953921484
CLINIC_044,2022,10000,3026,0.30269517105276744
CLINIC_045,2000,10000,0,0.0
CLINIC_045,2001,10000,173,0.017332101126350308
CLINIC_045,2002,10000,349,0.03496460398215495
CLINIC_045,2003,10000,529,0.05290271516056677
CLINIC_045,2004,10000,711,0.07115173149593867
CLINIC_045,2005,10000,897,0.08971704162789162
CLINIC_045,2006,10000,1086,0.1086041275924936
CLINIC_045,2007,10000,1278,0.12781856644101608
CLINIC_045,2008,10000,1473,0.14736603188674735
CLINIC_045,2009,10000,1672,0.16725229598034796
CLINIC_045,2010,10000,1874,0.187483230814244
CLINIC_045,2011,10000,2080,0.20806481025656187
CLINIC_045,2012,10000,2290,0.2290031117151139
CLINIC_045,2013,10000,2503,0.2503043179319595
CLINIC_045,2014,10000,2719,0.27197471880906887
CLINIC_045,2015,10000,2940,0.29402071326562873
CLINIC_045,2016,10000,3164,0.31644881112754075
CLINIC_045,2017,10000,3392,0.339265635049667
CLINIC_045,2018,10000,3624,0.3624779224713939
CLINIC_045,2019,10000,3860,0.3860925276060878
CLINIC_045,2020,10000,4101,0.4101164234650352
CLINIC_045,2021,10000,4345,0.4345567039164586
CLINIC_045,2022,10000,4594,0.4594205857802227
CLINIC_046,2000,10000,0,0.0
CLINIC_046,2001,10000,150,0.015048471545473063
CLINIC_046,2002,10000,303,0.030323399586801303
CLINIC_046,2003,10000,458,0.04582819194811827
CLINIC_046,2004,10000,615,0.061566307736103276
CLINIC_046,2005,10000,775,0.07754125811170298
CLINIC_046,2006,10000,937,0.09375660707347033
CLINIC_046,2007,10000,1102,0.11021597225268875
CLINIC_046,2008,10000,1269,0.126923025720463
CLINIC_046,2009,10000,1438,0.143881494806956
CLINIC_046,2010,10000,1610,0.16109516293295179
CLINIC_046,2011,10000,1785,0.17856787045393485
CLINIC_046,2012,10000,1963,0.19630351551686975
CLINIC_046,2013,10000,2143,0.21430605492987476
CLINIC_046,2014,10000,2325,0.23257950504498281
CLINIC_046,2015,10000,2511,0.2511279426541857
CLINIC_046,2016,10000,2699,0.26995550589896355
CLINIC_046,2017,10000,2890,0.2890663951935011
CLINIC_046,2018,10000,3084,0.30846487416179613
CLINIC_046,2019,10000,3281,0.32815527058887106
CLINIC_046,2020,10000,3481,0.34814197738629793
CLINIC_046,2021,10000,3684,0.36842945357225343
CLINIC_046,2022,10000,3890,0.3890222252663229
CLINIC_047,2000,10000,0,0.0
CLINIC_047,2001,10000,128,0.012873284721063971
CLINIC_047,2002,10000,259,0.02591229090163738
CLINIC_047,2003,10000,391,0.03911915192125304
CLINIC_047,2004,10000,524,0.05249602862304581
CLINIC_047,2005,10000,660,0.06604510966729915
CLINIC_047,2006,10000,797,0.0797686118895442
CLINIC_047,2007,10000,936,0.09366878066326612
CLINIC_047,2008,10000,1077,0.10774789026728326
CLINIC_047,2009,10000,1220,0.12200824425785184
CLINIC_047,2010,10000,1364,0.13645217584556413
CLINIC_047,2011,10000,1510,0.15108204827709648
CLINIC_047,2012,10000,1659,0.16590025522187313
CLINIC_047,2013,10000,1809,0.18090922116370534
CLINIC_047,2014,10000,1961,0.19611140179747544
CLINIC_047,2015,10000,2115,0.2115092844309252
CLINIC_047,2016,10000,2271,0.22710538839161676
CLINIC_047,2017,10000,2429,0.24290226543913374
CLINIC_047,2018,10000,2589,0.2589025001825871
CLINIC_047,2019,10000,2751,0.27510871050349683
